Rk,Class,Unnamed: 2,Player,Team,Conf,Minutes_Avg,PRPG,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,Unnamed: 21,3P/100,3P,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Last_5_Avg_FP,Opp_Def_Rank
804,Sr,6-5,Madison Durr,UNC Wilmington,CAA,22.919999999999998,2.0,-0.1,113.3,24.9,45.0,55.6,3.1,8.8,19.8,15.8,0.0,0.8,89.9,31-75,0.413,5.6,12-34,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,292
805,So,6-3,Braeden Speed,Loyola MD,Pat,32.08,2.0,-2.1,110.5,22.6,52.4,58.7,2.3,13.0,20.9,19.0,1.1,1.8,46.9,47-84,0.56,7.5,20-63,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,39
806,So,6-0,Tyler Boston,Holy Cross,Pat,31.36,2.0,-0.9,104.3,25.6,48.7,55.2,0.5,14.2,22.9,16.1,0.0,2.3,44.9,43-94,0.457,8.0,22-62,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,319
807,Jr,6-11,Bol Dengdit,UC San Diego,BW,23.0,2.0,0.7,110.5,25.2,54.4,56.4,9.1,12.8,15.0,16.0,1.4,0.8,32.8,53-87,0.609,6.4,10-38,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,6
808,Sr,6-3,Derek Simpson,Saint Joseph's,A10,32.88,2.0,1.5,109.2,20.4,47.0,51.0,4.3,14.9,22.8,14.3,0.8,2.1,17.8,51-99,0.515,8.2,19-70,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,265
809,Sr,6-5,Malik Messina-Moore,Xavier,BE,31.439999999999998,2.0,0.4,108.6,17.6,47.6,52.3,1.7,8.0,20.4,13.0,0.4,2.2,36.6,30-70,0.429,7.8,26-75,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,137
810,Sr,6-9,"Jerome Brewer, Jr.",La Salle,A10,18.2,2.0,1.9,115.8,18.3,55.6,57.5,5.8,11.9,7.5,11.3,1.3,1.9,15.3,38-65,0.585,6.8,11-33,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,150
811,Jr,6-5,Brycen Blaine,Charleston Southern,BSth,28.760000000000005,2.0,3.2,103.9,30.3,50.0,54.2,4.4,19.7,18.8,17.7,0.6,2.2,30.9,40-96,0.417,15.6,50-134,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,278
812,Jr,6-3,Ace Valentine,UMBC,AE,29.08,2.0,-0.7,115.3,18.5,55.0,57.1,0.0,16.1,25.7,14.2,0.3,1.2,26.7,30-56,0.536,7.0,17-45,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,126
813,Sr,6-8,Alex Steen,Florida St.,ACC,16.04,2.0,1.6,123.4,20.0,53.2,59.3,20.0,15.9,6.8,14.4,5.0,2.5,87.1,33-61,0.541,0.2,0-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,216
814,Jr,6-7,Tunde Vahlberg Fasasi,William & Mary,CAA,26.839999999999996,2.0,4.2,111.9,21.2,53.6,56.0,4.4,11.6,17.6,11.9,3.2,3.0,20.3,40-73,0.548,10.6,28-80,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,39
815,Fr,6-6,Martin Kalu,Charleston,CAA,27.519999999999996,2.0,0.6,116.5,18.7,52.6,57.5,4.3,12.5,5.9,10.5,0.5,1.7,39.6,24-49,0.49,11.1,31-85,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,229
816,Jr,6-1,Michael James,Mississippi Valley S,SWAC,34.64,2.0,-2.0,101.0,27.3,50.6,55.2,2.7,7.5,18.7,17.7,0.2,2.4,23.4,76-149,0.51,9.9,33-99,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,114
817,Sr,6-6,Trent Johnson,Houston Christian,Slnd,29.68,2.0,0.3,124.5,13.0,60.7,63.4,4.9,9.8,13.1,14.6,1.4,1.2,30.7,8-18,0.444,8.3,25-57,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,134
818,So,6-10,Oswin Erhunmwunse,Providence,BE,22.240000000000002,2.0,3.7,122.0,14.5,74.2,74.3,10.6,21.3,5.3,25.2,12.0,0.9,47.0,49-66,0.742,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,74
819,Sr,6-4,Scotty Washington,High Point,BSth,19.680000000000003,2.0,3.1,128.7,17.0,54.9,60.0,2.1,10.9,6.7,4.1,1.9,2.7,56.5,25-47,0.532,7.9,17-45,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,247
820,Jr,6-5,Jaden Schutt,Virginia Tech,ACC,25.4,2.0,2.6,121.8,14.6,57.2,59.0,0.5,6.7,5.1,8.0,0.0,1.7,15.2,11-30,0.367,13.1,43-102,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,249
821,Jr,6-8,Augustinas Kiudulas,Colorado St.,MWC,16.240000000000002,2.0,1.1,121.9,23.0,55.2,62.4,12.6,9.2,11.0,16.6,0.5,1.8,94.8,23-43,0.535,3.8,6-15,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,327
822,Sr,6-9,Mason Miller,Murray St.,MVC,23.680000000000003,2.0,2.6,131.6,11.9,61.8,64.0,5.7,12.7,4.0,11.8,0.6,1.2,24.7,5-14,0.357,10.1,35-79,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,87
823,Jr,6-6,Luka Bogavac,North Carolina,ACC,24.56,2.0,2.0,111.7,20.3,47.3,51.0,3.3,8.3,19.2,13.0,0.0,1.2,30.8,27-56,0.482,10.9,23-74,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,133
824,Jr,7-3,Aday Mara,Michigan,B10,21.8,2.0,10.0,108.8,23.3,65.6,60.6,10.6,24.9,17.4,21.9,12.2,1.1,64.6,63-92,0.685,0.6,0-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,306
825,So,6-4,Alex Chaikin,UC San Diego,BW,21.0,2.0,3.7,121.0,18.9,57.1,61.6,2.7,8.7,7.7,11.7,1.2,2.0,31.6,8-23,0.348,13.8,32-75,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,130
826,Sr,6-4,Milos Uzan,Houston,B12,32.480000000000004,2.0,2.5,105.9,20.6,41.0,44.7,1.2,8.9,22.0,13.1,0.5,1.6,20.8,37-87,0.425,10.7,24-91,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,108
827,Sr,6-1,Myles Corey,Rhode Island,A10,23.32,2.0,5.4,118.8,20.2,60.4,63.3,4.0,9.2,17.1,18.8,2.3,3.4,35.1,52-73,0.712,5.8,10-38,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,8
828,Fr,6-8,Amare Bynum,Ohio State,B10,24.48,2.0,2.9,115.4,18.2,53.8,56.6,8.2,15.0,8.5,13.8,4.0,0.9,26.4,45-75,0.6,4.9,8-31,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,273
829,So,6-9,Okku Federiko,Drake,MVC,24.72,2.0,0.8,109.0,24.2,58.1,59.4,9.4,17.0,12.0,18.2,5.1,1.6,45.3,53-81,0.654,5.7,10-36,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,333
830,Jr,7-2,Will Berg,Wichita St.,Amer,19.240000000000002,2.0,1.7,117.2,22.4,48.1,54.6,16.9,23.2,5.9,13.9,6.8,0.6,70.4,39-79,0.494,0.4,0-2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,12
831,Sr,6-1,Quimari Peterson,Washington,B10,29.960000000000004,2.0,5.1,117.7,15.0,52.3,54.3,2.3,8.2,11.2,11.6,0.5,3.0,11.4,18-35,0.514,12.1,34-97,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,298
832,Sr,6-5,Ross Candelino,Lipscomb,ASun,20.04,2.0,3.9,119.7,18.5,59.2,59.7,7.3,16.9,11.2,8.9,0.4,1.6,23.5,16-32,0.5,12.1,28-66,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,104
833,Sr,6-0,Jayden Pierre,TCU,B12,28.04,2.0,2.8,110.8,18.3,56.3,58.1,1.8,7.1,15.5,19.3,1.5,2.0,12.7,32-66,0.485,9.6,32-76,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,186
834,So,6-2,Gage Lattimore,North Carolina Centr,MEAC,34.6,2.0,-1.7,102.1,23.8,41.3,49.9,1.0,11.5,14.7,11.0,1.2,1.4,39.5,29-88,0.33,11.0,28-84,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,96
835,Fr,6-7,Ivan Kharchenkov,Arizona,B12,24.92,2.0,8.4,117.7,16.5,53.6,55.8,4.8,9.6,14.4,16.4,1.5,4.1,26.8,39-70,0.557,5.7,14-42,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,177
836,Sr,6-3,Alex Huibregtse,Bradley,MVC,30.08,2.0,2.1,114.8,17.1,58.3,60.1,1.5,13.0,10.7,14.2,1.0,1.3,11.5,18-43,0.419,12.6,49-114,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,64
837,Fr,6-6,Andy Johnson,Illinois Chicago,MVC,29.8,2.0,0.4,109.8,21.4,41.2,50.6,2.4,9.4,15.7,14.0,0.8,2.0,45.1,30-84,0.357,9.0,22-69,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,23
838,Sr,6-3,TJ Wainwright,Pacific,WCC,31.039999999999996,2.0,-0.1,110.8,19.4,51.4,56.1,1.4,11.5,7.5,16.3,0.0,1.0,23.7,31-75,0.413,11.5,40-102,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,72
839,Sr,6-4,"Corey Floyd, Jr.",Providence,BE,24.16,2.0,1.6,112.0,17.8,51.3,55.2,3.4,13.4,15.7,15.9,0.8,1.5,29.2,34-72,0.472,5.5,16-41,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,86
840,So,6-6,Ralph Martino Jr.,Saint Francis,NEC,22.480000000000004,2.0,-0.3,132.5,12.2,64.4,66.1,4.2,7.6,11.5,8.3,0.4,2.5,33.3,23-40,0.575,4.4,13-26,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,202
841,Fr,6-7,Keith McKnight,Quinnipiac,MAAC,25.08,2.0,2.5,112.9,21.7,52.6,56.0,9.5,13.7,8.8,13.6,2.7,3.1,41.8,66-123,0.537,1.6,3-11,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,126
842,Jr,6-5,Chris Mubiru,Northwestern St.,Slnd,25.36,2.0,0.0,118.5,15.5,55.3,59.6,4.5,11.4,18.6,15.0,1.3,1.5,32.0,22-35,0.629,6.6,13-40,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,119
843,Sr,6-5,Andrew Henderson,UC Riverside,BW,31.68,2.0,-0.1,100.5,26.2,50.0,53.5,2.8,13.0,12.3,15.6,2.3,1.1,28.8,45-97,0.464,12.1,36-101,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,159
844,Jr,6-2,Andrew Alia,Drake,MVC,30.28,2.0,-0.3,128.8,9.1,69.2,68.8,4.9,8.9,6.1,15.6,0.3,1.8,21.7,7-19,0.368,5.3,23-41,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,15
845,So,6-5,Isaia Howard,Iowa,B10,20.36,2.0,7.1,119.0,18.3,54.9,57.4,7.2,12.6,11.1,12.4,2.4,4.0,22.8,37-58,0.638,6.4,9-34,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,341
846,Jr,6-2,"Rob Lee, Jr.",Lamar,Slnd,27.680000000000003,1.9,-0.4,106.7,25.2,46.9,50.3,1.1,10.6,16.3,10.4,0.3,1.2,18.3,47-103,0.456,11.9,25-77,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,183
847,So,6-3,Gerard O'Keefe,Columbia,Ivy,22.56,1.9,0.7,128.7,15.5,60.1,61.0,1.6,8.1,10.9,9.4,0.0,0.5,9.1,28-44,0.636,10.1,21-55,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,288
848,Jr,6-0,Jalyke Gaines-Wyatt,Hampton,CAA,24.64,1.9,-2.3,109.4,24.2,47.7,56.9,0.9,6.4,24.6,18.3,0.0,1.5,85.5,36-72,0.5,5.8,11-38,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,229
849,So,6-8,Isaiah Manning,Sam Houston St.,CUSA,19.6,1.9,1.0,118.1,21.3,52.1,57.5,5.0,13.3,9.3,14.4,2.4,1.1,33.0,22-44,0.5,11.0,18-50,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,175
850,So,6-2,Nick Coval,Davidson,A10,20.8,1.9,0.0,118.4,18.7,61.0,66.7,2.3,8.9,13.8,19.7,0.0,1.2,41.6,29-47,0.617,5.8,12-30,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,26
851,Sr,6-2,Cliff Davis,James Madison,SB,28.84,1.9,0.3,115.4,19.3,53.8,56.7,2.0,8.6,11.2,11.1,0.0,2.2,18.1,23-45,0.511,14.5,42-115,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,13
852,Sr,6-4,Trae Broadnax,Rice,Amer,29.2,1.9,1.6,102.6,25.8,45.8,51.0,3.2,16.4,17.3,15.8,1.8,2.4,35.3,48-109,0.44,8.2,19-58,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,298
853,Jr,6-3,Kalen Garry,South Dakota St.,Sum,29.6,1.9,1.5,111.5,19.3,55.2,55.2,4.3,15.1,21.2,16.1,0.3,1.4,18.7,32-62,0.516,9.3,28-72,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,198
854,Sr,6-3,Christian Henry,Fordham,A10,24.439999999999998,1.9,0.6,105.9,28.8,48.8,50.6,2.0,12.1,39.5,18.9,0.3,2.2,38.0,36-72,0.5,10.4,18-57,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,20
855,So,6-7,Brady Dunlap,Saint Louis,A10,17.36,1.9,3.2,128.3,17.3,56.0,61.1,3.8,10.0,10.8,10.8,0.0,1.0,46.7,12-23,0.522,10.8,20-52,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,318
856,Fr,6-0,Zyree Collins,Austin Peay,ASun,27.360000000000003,1.9,3.8,102.8,31.3,48.3,53.0,5.0,8.3,31.3,18.3,0.0,5.1,48.3,52-101,0.515,7.9,14-50,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,108
857,So,5-10,Jaylen Washington,UT Rio Grande Valley,Slnd,20.76,1.9,2.5,116.6,19.9,58.2,60.0,4.0,7.2,27.2,17.3,0.8,2.8,16.5,42-70,0.6,3.0,5-15,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,231
858,Sr,6-0,Zawdie Jackson,FIU,CUSA,27.080000000000002,1.9,0.5,115.4,18.2,42.0,53.3,2.5,8.4,20.8,13.7,0.0,3.0,69.0,23-53,0.434,5.3,9-34,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,132
859,So,6-5,Jaden Zimmerman,Quinnipiac,MAAC,19.880000000000003,1.9,-0.6,102.2,27.1,47.5,52.7,1.8,7.1,9.3,15.7,2.5,1.8,44.2,37-83,0.446,9.8,19-55,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,350
860,Sr,6-8,Colin Smith,UC Santa Barbara,BW,27.28,1.9,0.2,116.3,18.1,55.2,60.3,4.5,13.2,9.0,16.0,0.6,1.5,37.1,22-48,0.458,8.7,24-57,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,176
861,So,6-6,Jaiden Glover-Toscano,Saint Joseph's,A10,25.639999999999997,1.9,-0.3,107.4,22.9,49.7,53.4,5.8,10.7,7.2,13.1,1.3,1.2,29.6,26-58,0.448,14.1,33-94,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,288
862,So,6-4,Martin Kheil,Idaho St.,BSky,27.519999999999996,1.9,-1.0,115.5,17.0,54.2,57.4,0.7,9.9,11.3,15.5,0.0,1.1,26.2,10-19,0.526,13.7,32-88,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,313
863,Sr,6-2,Tai'Reon Joseph,Prairie View A&M,SWAC,35.6,1.9,-3.1,97.5,29.6,47.3,51.7,1.9,7.9,5.6,13.3,0.0,2.0,31.4,62-127,0.488,11.8,29-96,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,20
864,Jr,6-9,Max Frazier,Central Connecticut,NEC,26.76,1.9,2.5,113.2,21.1,60.6,59.8,8.8,19.0,6.3,13.0,9.2,2.7,45.2,63-104,0.606,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,163
865,Sr,6-8,Nana Owusu-Anane,Grand Canyon,MWC,30.4,1.9,5.1,114.5,17.7,50.4,53.0,10.4,25.3,14.0,14.3,3.5,2.0,27.0,39-77,0.506,5.7,15-45,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,154
866,Fr,6-2,Ty'Reek Coleman,Illinois St.,MVC,23.159999999999997,1.9,3.4,114.7,20.1,58.1,60.8,2.5,6.4,13.8,16.3,0.6,1.6,48.6,34-65,0.523,6.2,18-40,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,177
867,Sr,6-8,Aidan Hadaway,Ohio,MAC,32.8,1.9,0.8,105.2,21.9,51.1,52.5,7.4,20.2,12.4,15.4,2.1,1.1,16.5,63-104,0.606,8.8,20-78,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,104
868,Sr,6-6,Devan Cambridge,UCF,B12,18.759999999999998,1.9,5.8,126.4,15.8,53.4,58.8,9.2,19.2,9.6,13.4,4.1,1.7,59.3,21-35,0.6,5.1,7-24,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,152
869,So,6-10,Devin Williams,Florida Atlantic,Amer,23.0,1.9,5.4,121.2,15.9,59.9,60.7,9.9,14.9,8.4,16.2,14.6,0.2,23.3,35-59,0.593,4.3,11-27,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,344
870,Fr,6-7,Tate Sage,Iowa,B10,17.72,1.9,2.7,122.2,18.5,58.0,60.4,7.8,10.0,11.1,12.9,1.4,1.3,52.2,25-40,0.625,6.3,10-29,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,206
871,So,6-4,Bishop Boswell,Tennessee,SEC,18.04,1.9,8.7,124.8,12.5,75.6,74.5,5.0,14.0,17.4,28.4,0.9,4.2,53.8,13-20,0.65,3.8,11-19,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,101
872,Sr,6-8,Kamari Lands,Middle Tennessee,CUSA,29.28,1.9,1.9,104.6,21.7,48.3,51.5,1.4,13.2,10.6,11.4,1.4,1.1,22.4,30-65,0.462,12.1,26-78,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,180
873,Sr,6-8,Christian Coleman,Oklahoma St.,B12,20.28,1.9,3.9,115.1,19.9,57.0,59.2,4.9,15.8,6.4,11.9,4.2,2.1,42.1,53-86,0.616,4.4,8-28,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,138
