Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Fr,6-7,Ivan Kharchenkov,Arizona,B12,62.3,2.0,8.4,117.7,16.5,53.6,55.8,4.8,9.6,14.4,16.4,1.5,4.1,26.8,39-70,.557,5.7,14-42,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Sr,6-3,Alex Huibregtse,Bradley,MVC,75.2,2.0,2.1,114.8,17.1,58.3,60.1,1.5,13.0,10.7,14.2,1.0,1.3,11.5,18-43,.419,12.6,49-114,.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Fr,6-6,Andy Johnson,Illinois Chicago,MVC,74.5,2.0,0.4,109.8,21.4,41.2,50.6,2.4,9.4,15.7,14.0,0.8,2.0,45.1,30-84,.357,9.0,22-69,.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Sr,6-3,TJ Wainwright,Pacific,WCC,77.6,2.0,-0.1,110.8,19.4,51.4,56.1,1.4,11.5,7.5,16.3,0.0,1.0,23.7,31-75,.413,11.5,40-102,.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Sr,6-4,"Corey Floyd, Jr.",Providence,BE,60.4,2.0,1.6,112.0,17.8,51.3,55.2,3.4,13.4,15.7,15.9,0.8,1.5,29.2,34-72,.472,5.5,16-41,.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,So,6-6,Ralph Martino Jr.,Saint Francis,NEC,56.2,2.0,-0.3,132.5,12.2,64.4,66.1,4.2,7.6,11.5,8.3,0.4,2.5,33.3,23-40,.575,4.4,13-26,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Fr,6-7,Keith McKnight,Quinnipiac,MAAC,62.7,2.0,2.5,112.9,21.7,52.6,56.0,9.5,13.7,8.8,13.6,2.7,3.1,41.8,66-123,.537,1.6,3-11,.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Jr,6-5,Chris Mubiru,Northwestern St.,Slnd,63.4,2.0,0.0,118.5,15.5,55.3,59.6,4.5,11.4,18.6,15.0,1.3,1.5,32.0,22-35,.629,6.6,13-40,.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Sr,6-5,Andrew Henderson,UC Riverside,BW,79.2,2.0,-0.1,100.5,26.2,50.0,53.5,2.8,13.0,12.3,15.6,2.3,1.1,28.8,45-97,.464,12.1,36-101,.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Jr,6-2,Andrew Alia,Drake,MVC,75.7,2.0,-0.3,128.8,9.1,69.2,68.8,4.9,8.9,6.1,15.6,0.3,1.8,21.7,7-19,.368,5.3,23-41,.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,So,6-5,Isaia Howard,Iowa,B10,50.9,2.0,7.1,119.0,18.3,54.9,57.4,7.2,12.6,11.1,12.4,2.4,4.0,22.8,37-58,.638,6.4,9-34,.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Jr,6-2,"Rob Lee, Jr.",Lamar,Slnd,69.2,1.9,-0.4,106.7,25.2,46.9,50.3,1.1,10.6,16.3,10.4,0.3,1.2,18.3,47-103,.456,11.9,25-77,.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,So,6-3,Gerard O'Keefe,Columbia,Ivy,56.4,1.9,0.7,128.7,15.5,60.1,61.0,1.6,8.1,10.9,9.4,0.0,0.5,9.1,28-44,.636,10.1,21-55,.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Jr,6-0,Jalyke Gaines-Wyatt,Hampton,CAA,61.6,1.9,-2.3,109.4,24.2,47.7,56.9,0.9,6.4,24.6,18.3,0.0,1.5,85.5,36-72,.500,5.8,11-38,.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,So,6-8,Isaiah Manning,Sam Houston St.,CUSA,49.0,1.9,1.0,118.1,21.3,52.1,57.5,5.0,13.3,9.3,14.4,2.4,1.1,33.0,22-44,.500,11.0,18-50,.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,So,6-2,Nick Coval,Davidson,A10,52.0,1.9,0.0,118.4,18.7,61.0,66.7,2.3,8.9,13.8,19.7,0.0,1.2,41.6,29-47,.617,5.8,12-30,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Sr,6-2,Cliff Davis,James Madison,SB,72.1,1.9,0.3,115.4,19.3,53.8,56.7,2.0,8.6,11.2,11.1,0.0,2.2,18.1,23-45,.511,14.5,42-115,.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Sr,6-4,Trae Broadnax,Rice,Amer,73.0,1.9,1.6,102.6,25.8,45.8,51.0,3.2,16.4,17.3,15.8,1.8,2.4,35.3,48-109,.440,8.2,19-58,.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Jr,6-3,Kalen Garry,South Dakota St.,Sum,74.0,1.9,1.5,111.5,19.3,55.2,55.2,4.3,15.1,21.2,16.1,0.3,1.4,18.7,32-62,.516,9.3,28-72,.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Sr,6-3,Christian Henry,Fordham,A10,61.1,1.9,0.6,105.9,28.8,48.8,50.6,2.0,12.1,39.5,18.9,0.3,2.2,38.0,36-72,.500,10.4,18-57,.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,So,6-7,Brady Dunlap,Saint Louis,A10,43.4,1.9,3.2,128.3,17.3,56.0,61.1,3.8,10.0,10.8,10.8,0.0,1.0,46.7,12-23,.522,10.8,20-52,.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Fr,6-0,Zyree Collins,Austin Peay,ASun,68.4,1.9,3.8,102.8,31.3,48.3,53.0,5.0,8.3,31.3,18.3,0.0,5.1,48.3,52-101,.515,7.9,14-50,.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,So,5-10,Jaylen Washington,UT Rio Grande Valley,Slnd,51.9,1.9,2.5,116.6,19.9,58.2,60.0,4.0,7.2,27.2,17.3,0.8,2.8,16.5,42-70,.600,3.0,5-15,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Sr,6-0,Zawdie Jackson,FIU,CUSA,67.7,1.9,0.5,115.4,18.2,42.0,53.3,2.5,8.4,20.8,13.7,0.0,3.0,69.0,23-53,.434,5.3,9-34,.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,So,6-5,Jaden Zimmerman,Quinnipiac,MAAC,49.7,1.9,-0.6,102.2,27.1,47.5,52.7,1.8,7.1,9.3,15.7,2.5,1.8,44.2,37-83,.446,9.8,19-55,.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Sr,6-8,Colin Smith,UC Santa Barbara,BW,68.2,1.9,0.2,116.3,18.1,55.2,60.3,4.5,13.2,9.0,16.0,0.6,1.5,37.1,22-48,.458,8.7,24-57,.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,So,6-6,Jaiden Glover-Toscano,Saint Joseph's,A10,64.1,1.9,-0.3,107.4,22.9,49.7,53.4,5.8,10.7,7.2,13.1,1.3,1.2,29.6,26-58,.448,14.1,33-94,.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,So,6-4,Martin Kheil,Idaho St.,BSky,68.8,1.9,-1.0,115.5,17.0,54.2,57.4,0.7,9.9,11.3,15.5,0.0,1.1,26.2,10-19,.526,13.7,32-88,.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Sr,6-2,Tai'Reon Joseph,Prairie View A&M,SWAC,89.0,1.9,-3.1,97.5,29.6,47.3,51.7,1.9,7.9,5.6,13.3,0.0,2.0,31.4,62-127,.488,11.8,29-96,.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Jr,6-9,Max Frazier,Central Connecticut,NEC,66.9,1.9,2.5,113.2,21.1,60.6,59.8,8.8,19.0,6.3,13.0,9.2,2.7,45.2,63-104,.606,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Sr,6-8,Nana Owusu-Anane,Grand Canyon,MWC,76.0,1.9,5.1,114.5,17.7,50.4,53.0,10.4,25.3,14.0,14.3,3.5,2.0,27.0,39-77,.506,5.7,15-45,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Fr,6-2,Ty'Reek Coleman,Illinois St.,MVC,57.9,1.9,3.4,114.7,20.1,58.1,60.8,2.5,6.4,13.8,16.3,0.6,1.6,48.6,34-65,.523,6.2,18-40,.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Sr,6-8,Aidan Hadaway,Ohio,MAC,82.0,1.9,0.8,105.2,21.9,51.1,52.5,7.4,20.2,12.4,15.4,2.1,1.1,16.5,63-104,.606,8.8,20-78,.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Sr,6-6,Devan Cambridge,UCF,B12,46.9,1.9,5.8,126.4,15.8,53.4,58.8,9.2,19.2,9.6,13.4,4.1,1.7,59.3,21-35,.600,5.1,7-24,.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,So,6-10,Devin Williams,Florida Atlantic,Amer,57.5,1.9,5.4,121.2,15.9,59.9,60.7,9.9,14.9,8.4,16.2,14.6,0.2,23.3,35-59,.593,4.3,11-27,.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Fr,6-7,Tate Sage,Iowa,B10,44.3,1.9,2.7,122.2,18.5,58.0,60.4,7.8,10.0,11.1,12.9,1.4,1.3,52.2,25-40,.625,6.3,10-29,.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,So,6-4,Bishop Boswell,Tennessee,SEC,45.1,1.9,8.7,124.8,12.5,75.6,74.5,5.0,14.0,17.4,28.4,0.9,4.2,53.8,13-20,.650,3.8,11-19,.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Sr,6-8,Kamari Lands,Middle Tennessee,CUSA,73.2,1.9,1.9,104.6,21.7,48.3,51.5,1.4,13.2,10.6,11.4,1.4,1.1,22.4,30-65,.462,12.1,26-78,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Sr,6-8,Christian Coleman,Oklahoma St.,B12,50.7,1.9,3.9,115.1,19.9,57.0,59.2,4.9,15.8,6.4,11.9,4.2,2.1,42.1,53-86,.616,4.4,8-28,.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Sr,6-6,Anthony Dell'Orso,Arizona,B12,57.6,1.9,5.3,112.3,20.6,50.4,54.8,1.0,7.6,18.0,19.2,1.1,2.4,24.8,34-64,.531,10.1,22-69,.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Jr,6-5,Carmelo Pacheco,UCF,B12,44.2,1.9,4.1,136.6,11.4,59.5,61.5,2.2,9.5,5.4,7.8,0.0,1.1,9.5,3-4,.750,13.2,23-59,.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Sr,6-8,Youri Fritz,Northeastern,CAA,63.7,1.9,0.2,113.4,20.1,63.9,61.7,8.0,12.5,9.0,15.2,4.5,2.1,73.1,65-102,.637,0.3,1-2,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Fr,6-8,Filip Jovic,Auburn,SEC,41.1,1.9,0.3,125.0,16.1,61.5,61.9,15.6,14.1,3.7,14.4,2.9,0.8,80.8,32-50,.640,0.4,0-2,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Jr,6-5,Isaac Taveras,Southern Miss,SB,41.0,1.9,4.7,100.9,31.8,56.8,56.5,8.1,19.1,21.7,21.2,1.4,4.8,28.0,65-110,.591,3.3,4-15,.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Sr,6-3,Roddie Anderson III,Xavier,BE,62.3,1.9,1.4,100.5,27.1,43.8,49.0,2.1,11.2,20.4,11.1,0.7,3.4,34.4,51-115,.443,10.1,22-77,.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Jr,6-0,Rahmir Barno,Florida Gulf Coast,ASun,80.3,1.9,-1.4,104.2,23.7,48.4,51.1,1.4,9.6,31.3,19.9,0.3,3.3,44.1,57-124,.460,3.2,11-28,.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Fr,6-5,Madden Collins,American,Pat,52.5,1.9,3.8,105.2,32.6,49.4,52.4,8.1,20.9,19.0,11.3,1.5,4.1,28.0,60-102,.588,10.9,13-59,.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Sr,6-8,Tyrone Marshall,George Washington,A10,49.1,1.9,4.0,117.5,18.0,57.2,59.9,7.5,17.6,13.8,19.5,3.0,2.8,34.9,34-59,.576,4.2,9-24,.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Jr,6-10,Isaac Traudt,Creighton,BE,51.3,1.9,1.2,119.7,16.3,54.5,56.9,3.0,11.0,5.6,6.2,0.3,0.0,16.4,9-17,.529,15.6,34-93,.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Sr,6-4,Masai Troutman,George Mason,A10,61.1,1.9,2.0,115.7,19.6,48.0,57.0,4.2,13.5,11.2,13.2,1.3,1.5,65.3,26-55,.473,7.0,15-46,.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Sr,7-0,Silas Sunday,Hofstra,CAA,42.3,1.9,4.7,128.3,17.1,67.3,69.4,16.1,24.6,11.1,20.8,5.0,0.9,34.6,35-52,.673,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Jr,6-8,Dani Pounds,Tennessee Tech,OVC,47.4,1.9,-0.2,113.2,27.2,53.6,60.8,9.1,17.2,10.3,16.5,5.0,1.9,63.5,44-87,.506,1.9,5-9,.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Jr,6-3,Jordan Ross,Georgia,SEC,52.2,1.9,1.4,121.2,17.5,52.8,57.7,3.5,10.5,18.0,14.7,0.3,1.1,59.1,33-61,.541,4.1,9-27,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Jr,6-3,Damien Mayo Jr.,Southern Illinois,MVC,63.1,1.9,4.3,118.7,16.0,60.0,62.8,3.6,7.1,15.8,18.6,1.3,3.7,24.0,33-60,.550,5.4,18-40,.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,So,6-6,Christian Moore,The Citadel,SC,62.5,1.9,-2.3,112.0,23.0,53.0,55.2,7.2,7.2,8.8,11.3,0.7,1.0,22.0,31-60,.517,12.5,26-72,.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Sr,6-1,Elijah Elliott,New Mexico St.,CUSA,48.3,1.9,3.8,109.8,26.9,49.0,52.5,1.4,9.7,23.8,12.2,1.1,2.3,33.3,20-46,.435,14.2,20-56,.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Sr,6-0,Jacari Lane,Texas A&M,SEC,47.4,1.9,2.8,125.9,17.8,52.9,57.5,5.1,6.1,26.6,16.4,0.0,2.1,25.6,23-38,.605,8.2,15-48,.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Fr,6-0,Quinn Woidke,Kent St.,MAC,49.2,1.9,3.2,126.1,17.8,58.5,61.7,2.0,12.7,13.1,11.7,0.0,1.3,30.9,10-19,.526,14.2,30-75,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Fr,6-6,Peyton White,Nevada,MWC,41.8,1.9,0.9,128.6,15.9,56.5,61.8,5.5,8.0,4.5,7.0,1.4,0.4,46.4,21-42,.500,6.0,12-27,.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Sr,6-1,Josh Ward,Cal St. Fullerton,BW,80.0,1.9,1.2,105.4,21.8,48.3,53.2,2.0,14.2,18.1,14.0,1.6,2.6,44.9,46-102,.451,7.5,26-74,.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Fr,6-8,Dwayne Aristode,Arizona,B12,40.6,1.9,6.3,135.7,12.8,70.3,69.8,6.9,6.9,8.3,16.2,0.4,1.0,22.0,10-16,.625,8.9,21-43,.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Sr,6-2,Zaire Hayes,Texas Southern,SWAC,55.5,1.9,-0.6,111.1,19.9,57.4,61.6,1.6,4.6,6.9,16.4,1.4,1.0,28.4,25-51,.490,7.5,17-37,.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Jr,6-1,Meechie White,Eastern Illinois,OVC,71.2,1.9,1.6,110.1,19.5,55.7,61.4,3.2,12.5,20.6,20.5,0.6,4.0,47.4,33-63,.524,5.1,14-34,.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Jr,6-1,Zaon Collins,Fresno St.,MWC,78.3,1.9,1.7,102.2,24.7,51.7,55.2,1.7,10.0,32.7,23.4,0.0,3.6,37.3,61-112,.545,4.6,11-38,.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,So,6-2,Christian Jones,George Washington,A10,58.3,1.9,1.3,111.2,22.6,56.3,57.5,4.4,8.2,23.2,21.6,1.0,1.9,27.8,47-83,.566,6.4,16-43,.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Jr,6-6,Jahmere Tripp,Rhode Island,A10,52.2,1.9,2.2,110.1,26.5,52.5,58.7,7.3,13.7,15.0,20.5,1.1,3.8,50.4,41-80,.512,7.0,15-41,.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Sr,6-6,Freddy Hicks,Tarleton St.,WAC,71.7,1.9,-0.3,103.7,20.2,44.3,55.7,6.6,13.2,11.4,21.1,2.1,2.5,110.1,29-65,.446,2.1,4-14,.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Sr,6-8,Keith Palek III,Missouri St.,CUSA,80.9,1.9,0.3,96.3,31.7,43.6,49.0,5.2,19.7,23.0,18.2,1.4,2.3,52.5,57-111,.514,9.6,14-68,.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,So,6-0,Jaden Jackson,South Dakota St.,Sum,80.1,1.9,0.4,105.5,22.3,48.6,53.0,2.6,14.6,14.5,15.5,0.3,2.2,27.0,35-79,.443,11.4,33-95,.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Fr,6-5,Hudson Mayes,UC San Diego,BW,49.5,1.9,1.8,124.5,16.8,64.9,70.4,5.3,19.1,6.9,18.6,0.8,1.8,86.0,34-53,.642,0.8,2-4,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Sr,6-1,Kezza Giffa,Mississippi,SEC,44.5,1.9,3.4,121.1,19.0,59.1,66.2,0.4,7.1,15.0,17.5,0.0,3.3,78.8,18-33,.545,6.8,14-33,.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,So,6-6,Bryson Cokley,Elon,CAA,58.4,1.9,-2.3,117.5,20.1,53.4,55.8,6.5,11.9,6.4,10.5,0.7,0.8,21.2,36-68,.529,10.3,23-64,.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Sr,6-7,Donte Bacchus,North Alabama,ASun,79.8,1.9,-0.8,108.5,21.9,51.8,53.6,5.0,15.3,7.9,10.5,1.5,1.5,42.8,58-109,.532,4.2,9-29,.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,So,6-6,Karter Knox,Arkansas,SEC,54.5,1.9,3.3,114.8,17.4,54.5,57.9,6.7,16.8,9.1,17.1,2.5,2.0,26.3,24-53,.453,7.2,20-46,.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Fr,6-9,Tyrin Jones,UNLV,MWC,67.0,1.9,5.1,111.7,19.0,59.4,56.2,8.9,13.4,11.0,11.4,9.0,2.2,80.2,57-95,.600,0.1,0-1,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Fr,6-9,Alon Michaeli,Colorado,B12,42.0,1.9,0.9,114.5,23.3,50.9,55.2,7.6,20.8,10.1,11.6,1.9,0.8,27.5,39-78,.500,6.5,11-31,.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Sr,6-7,Romad Dean,Tulsa,Amer,44.6,1.9,2.2,135.2,11.9,62.5,66.8,7.0,14.6,4.1,11.6,0.9,1.2,29.2,12-16,.750,7.4,12-32,.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
